Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,PageValues,SpecialDay,Month,OperatingSystems,Browser,Region,TrafficType,VisitorType,Weekend,Revenue
3,176.0,0,0.0,21,654.5,0.009090909,0.031818182,0.0,0.2,May,1,1,2,3,Returning_Visitor,False,False
0,0.0,1,37.2,37,2767.753333,0.005555556,0.015,0.0,0.0,Nov,2,2,2,2,Returning_Visitor,False,False
0,0.0,0,0.0,9,869.0,0.0,0.022222222,0.0,0.0,May,2,5,1,4,Returning_Visitor,False,False
0,0.0,0,0.0,22,849.8333333,0.0,0.021212121,0.0,0.0,Nov,2,2,1,3,Returning_Visitor,False,False
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,Nov,2,2,1,1,Returning_Visitor,False,False
9,188.5638298,0,0.0,199,7750.537279,0.007911051,0.021772308,3.012181822,0.0,Nov,3,2,4,13,Returning_Visitor,False,True
0,0.0,0,0.0,21,587.9166667,0.023333333,0.031666667,23.33239205,0.0,Nov,3,2,1,10,Returning_Visitor,False,False
0,0.0,0,0.0,15,216.0,0.023809524,0.066666667,0.0,1.0,May,2,2,6,1,Returning_Visitor,True,False
0,0.0,0,0.0,24,841.1666667,0.008333333,0.041666667,0.0,0.8,May,2,2,2,4,Returning_Visitor,False,False
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,May,1,1,4,3,Returning_Visitor,False,False
0,0.0,0,0.0,6,114.4166667,0.0,0.016666667,0.0,0.0,Nov,3,2,1,6,New_Visitor,True,False
3,74.0,0,0.0,44,844.9416667,0.004444444,0.015925926,0.0,0.0,Dec,1,2,1,10,Returning_Visitor,False,False
0,0.0,0,0.0,60,2606.779545,0.006666667,0.021944444,0.0,0.0,Dec,2,2,3,2,Returning_Visitor,False,False
0,0.0,0,0.0,12,689.75,0.0,0.083333333,0.0,0.0,May,2,4,3,4,Returning_Visitor,False,False
4,30.3,0,0.0,7,493.4,0.0,0.016666667,0.0,0.0,Oct,2,5,1,2,New_Visitor,False,True
1,9.0,0,0.0,22,375.75,0.053968254,0.056349206,0.0,0.0,May,3,2,4,6,Returning_Visitor,False,False
0,0.0,0,0.0,34,1228.5,0.039705882,0.059313725,0.0,0.0,Aug,3,2,1,4,Returning_Visitor,False,False
1,95.5,0,0.0,7,381.5,0.0,0.025,0.0,0.0,Mar,1,1,3,2,Returning_Visitor,True,False
0,0.0,0,0.0,6,362.0,0.0,0.066666667,0.0,0.0,May,2,2,2,3,Returning_Visitor,False,False
0,0.0,0,0.0,11,124.2166667,0.0,0.075757576,0.0,0.0,Dec,1,1,3,1,Returning_Visitor,False,False
0,0.0,0,0.0,3,67.5,0.0,0.066666667,0.0,0.0,Mar,1,1,3,3,Returning_Visitor,True,False
0,0.0,0,0.0,47,1475.366667,0.010638298,0.02674772,0.0,0.0,Nov,1,1,4,1,Returning_Visitor,True,False
0,0.0,2,34.0,144,5485.017857,0.005517241,0.0165084,0.0,0.0,Nov,2,2,1,13,Returning_Visitor,False,False
0,0.0,0,0.0,1,104.0,0.0,0.1,0.0,0.0,Dec,2,6,4,1,Returning_Visitor,False,False
0,0.0,0,0.0,4,118.0,0.0,0.025,0.0,0.0,May,1,1,8,3,Returning_Visitor,False,False
1,7.0,0,0.0,9,160.5,0.0,0.025,0.0,0.0,May,2,2,2,3,Returning_Visitor,False,False
0,0.0,0,0.0,6,551.5,0.033333333,0.077777778,0.0,0.0,Nov,3,2,4,11,Returning_Visitor,True,False
2,256.5,0,0.0,10,117.25,0.110714286,0.130952381,0.0,0.0,Nov,2,2,7,11,Returning_Visitor,True,True
0,0.0,0,0.0,84,1460.256115,0.004703833,0.013205032,0.0,0.0,Nov,1,1,1,2,Returning_Visitor,True,False
0,0.0,0,0.0,3,24.0,0.0,0.066666667,0.0,0.0,Sep,2,2,3,3,Returning_Visitor,False,False
0,0.0,0,0.0,2,8.0,0.0,0.1,0.0,0.0,Mar,2,2,5,1,Returning_Visitor,True,False
2,52.5,0,0.0,10,753.1,0.0,0.02,0.0,0.0,Nov,2,2,1,2,Returning_Visitor,False,False
6,70.5,2,9.0,25,2852.0,0.013333333,0.043333333,0.0,0.0,May,2,2,9,3,Returning_Visitor,False,False
16,178.7995495,2,47.64,193,5946.275777,0.0,0.008886586,9.836180753,0.0,June,2,2,4,2,Returning_Visitor,False,False
2,70.66666667,1,101.0,56,1086.074242,0.010526316,0.022368421,14.84053801,0.0,May,2,2,3,2,Returning_Visitor,False,False
11,326.4946809,0,0.0,92,4637.53842,0.0005,0.011495239,17.28402947,0.0,Nov,4,1,4,3,Returning_Visitor,False,False
0,0.0,0,0.0,16,600.75,0.0,0.025,0.0,0.0,Mar,2,2,2,2,Returning_Visitor,False,False
5,44.5,1,4.0,37,836.3333333,0.005,0.045416667,0.0,0.0,Mar,2,2,4,1,Returning_Visitor,False,False
8,163.375,0,0.0,18,403.4166667,0.0,0.005,0.0,0.0,Dec,2,2,9,2,New_Visitor,False,False
2,7.0,0,0.0,3,11.0,0.0,0.033333333,0.0,0.0,May,4,5,1,4,Returning_Visitor,False,False
7,64.14285714,1,0.0,20,1409.809524,0.008695652,0.035507246,0.0,0.0,Mar,3,2,3,2,Returning_Visitor,False,False
0,0.0,1,18.0,36,833.0833333,0.032432432,0.055225225,0.0,1.0,May,1,1,7,3,Returning_Visitor,True,False
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,May,2,2,6,4,Returning_Visitor,False,False
0,0.0,0,0.0,2,135.5,0.066666667,0.166666667,0.0,0.0,Dec,1,1,4,3,Returning_Visitor,False,False
3,53.16666667,0,0.0,11,263.6,0.0,0.003571429,0.0,0.0,Mar,3,2,1,9,Returning_Visitor,False,False
0,0.0,0,0.0,5,57.0,0.08,0.12,0.0,0.0,Mar,2,5,2,1,Returning_Visitor,False,False
0,0.0,0,0.0,53,1618.203333,0.023846154,0.047628205,0.0,0.0,Oct,1,8,1,1,Returning_Visitor,True,False
1,43.0,0,0.0,26,834.3611111,0.016,0.019666667,25.21523293,0.0,Dec,1,1,1,10,Returning_Visitor,True,False
0,0.0,0,0.0,4,137.0,0.15,0.15,0.0,0.2,May,3,3,2,11,Returning_Visitor,False,False
0,0.0,0,0.0,16,431.5,0.05625,0.092083333,0.0,0.2,May,3,2,1,13,Returning_Visitor,False,False
9,149.9333333,2,26.66666667,67,1783.122222,0.0,0.005855856,0.0,0.0,May,1,1,2,4,Returning_Visitor,False,False
5,497.75,1,10.0,51,4977.85,0.0,0.015536723,15.35760339,0.0,May,2,2,1,5,Returning_Visitor,False,True
3,166.0,1,140.0,35,701.5,0.029411765,0.05,0.0,0.0,May,2,5,6,1,Returning_Visitor,True,False
3,180.4,0,0.0,12,2646.4,0.042857143,0.052380952,0.0,0.0,Oct,2,2,2,20,Returning_Visitor,False,False
0,0.0,1,0.0,43,367.8166667,0.043181818,0.078787879,0.0,0.0,June,2,4,1,3,Returning_Visitor,False,False
0,0.0,0,0.0,5,241.0,0.0,0.08,0.0,1.0,May,2,2,5,1,Returning_Visitor,True,False
1,45.0,0,0.0,22,2905.5,0.01,0.04,0.0,0.0,May,2,2,1,2,Returning_Visitor,True,False
2,63.66666667,0,0.0,26,542.1666667,0.008333333,0.03125,0.0,0.0,May,3,2,5,4,Returning_Visitor,False,False
0,0.0,0,0.0,8,332.0,0.0,0.028571429,14.1273698,0.0,Nov,1,2,4,8,New_Visitor,True,True
10,42.1,0,0.0,37,527.6666667,0.009090909,0.032954545,0.0,0.0,Aug,1,1,1,2,Returning_Visitor,False,False
0,0.0,0,0.0,12,599.6133333,0.0,0.020833333,0.0,0.0,Nov,2,2,4,20,Returning_Visitor,True,False
8,535.75,2,12.0,22,2178.672222,0.01382716,0.032020784,15.0047619,0.0,May,1,2,2,13,Returning_Visitor,False,False
0,0.0,0,0.0,34,538.48,0.0,0.005882353,5.860439769,0.0,Sep,2,2,7,2,Returning_Visitor,False,True
12,739.2091954,1,16.0,21,1321.059195,0.009032258,0.025133361,78.34560177,0.0,Mar,2,2,1,8,Returning_Visitor,False,True
0,0.0,0,0.0,36,2107.583333,0.014814815,0.03287037,0.0,0.0,Dec,3,2,1,2,Returning_Visitor,False,False
2,32.5,0,0.0,12,239.75,0.0,0.005128205,0.0,0.4,May,2,4,1,5,New_Visitor,False,False
0,0.0,0,0.0,37,1089.208333,0.0,0.017117117,0.0,0.0,Dec,4,2,1,2,New_Visitor,False,False
4,79.25,5,500.8,39,1080.875,0.010638298,0.024964539,20.06500939,0.0,Nov,2,5,1,2,Returning_Visitor,False,True
0,0.0,0,0.0,7,284.5,0.0,0.028571429,128.4686939,0.0,Dec,2,2,4,10,Returning_Visitor,False,True
7,421.25,0,0.0,59,1945.896667,0.012239583,0.010578704,28.52919049,0.0,June,2,6,1,20,Returning_Visitor,False,True
0,0.0,0,0.0,18,191.0,0.0,0.033333333,0.0,0.0,Nov,4,1,3,1,Returning_Visitor,False,False
4,39.8,0,0.0,9,132.4,0.0,0.006666667,0.0,0.0,Aug,2,2,1,5,New_Visitor,False,True
0,0.0,0,0.0,4,51.5,0.0,0.05,0.0,0.0,Dec,2,2,1,2,New_Visitor,False,False
0,0.0,0,0.0,13,143.0,0.1,0.138461538,0.0,0.4,May,3,2,1,13,Returning_Visitor,False,False
0,0.0,0,0.0,14,1340.75,0.0,0.015384615,57.58892308,0.6,May,4,1,3,4,New_Visitor,False,True
5,1417.5,0,0.0,36,1051.248276,0.0,0.002293202,0.0,0.0,Mar,2,2,5,2,Returning_Visitor,True,False
4,65.68,1,42.4,12,285.68,0.015384615,0.038461538,0.0,0.0,Aug,2,6,4,3,Returning_Visitor,True,False
0,0.0,0,0.0,25,960.0,0.016,0.054666667,0.0,0.4,May,2,2,1,11,Returning_Visitor,False,False
6,449.25,0,0.0,29,778.3583333,0.013793103,0.024137931,0.0,0.0,May,3,2,5,3,Returning_Visitor,True,False
0,0.0,0,0.0,104,3528.060714,0.006213018,0.035602227,0.0,0.0,Jul,2,2,1,1,Returning_Visitor,False,False
0,0.0,0,0.0,23,997.3142857,0.0,0.039130435,0.0,0.0,June,1,1,3,15,Returning_Visitor,True,False
0,0.0,1,29.5,7,103.5208333,0.0,0.002777778,0.0,0.0,Nov,3,2,8,1,Returning_Visitor,True,False
0,0.0,0,0.0,27,701.9,0.007407407,0.028395062,0.0,0.0,Aug,3,2,7,6,Returning_Visitor,False,False
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,Mar,1,1,7,2,Returning_Visitor,True,False
1,70.5,0,0.0,12,541.5357143,0.0,0.008333333,115.7819471,0.0,Nov,2,5,3,2,New_Visitor,True,True
4,73.0,0,0.0,34,1001.166667,0.0,0.017959184,0.0,0.0,May,2,5,4,3,Returning_Visitor,True,False
0,0.0,0,0.0,36,925.8333333,0.041666667,0.071296296,0.0,0.8,May,2,2,6,13,Returning_Visitor,False,False
0,0.0,3,34.3,137,4045.726634,0.009993099,0.021710569,0.0,0.0,Nov,1,2,1,2,Returning_Visitor,False,False
3,63.5,0,0.0,94,4620.088889,0.002150538,0.010752688,0.0,0.0,Dec,2,2,1,2,Returning_Visitor,True,False
0,0.0,0,0.0,7,666.0,0.0,0.014285714,0.0,0.0,Feb,1,1,6,2,Returning_Visitor,False,False
2,37.0,0,0.0,15,208.5,0.0,0.011764706,0.0,0.0,Mar,2,2,3,2,New_Visitor,True,False
0,0.0,0,0.0,26,745.1666667,0.0,0.020833333,0.0,0.0,May,2,2,4,2,Returning_Visitor,False,False
0,0.0,0,0.0,12,94.5,0.033333333,0.025555556,0.0,0.0,Mar,3,2,4,11,Returning_Visitor,False,False
1,5.5,1,12.0,54,1470.966667,0.009090909,0.024545455,0.0,0.0,Mar,3,2,4,2,Returning_Visitor,False,False
1,35.0,0,0.0,10,89.33333333,0.0,0.02,0.0,0.0,May,2,2,1,3,New_Visitor,False,False
0,0.0,0,0.0,5,252.5,0.0,0.02,0.0,0.0,May,2,2,2,2,Returning_Visitor,False,False
10,81.36666667,0,0.0,7,35.16666667,0.0,0.006060606,0.0,0.0,Nov,2,7,8,3,Returning_Visitor,False,False
6,86.32857143,4,24.0,131,5619.384897,0.01294547,0.035488294,3.61382908,0.0,Nov,3,2,1,2,Returning_Visitor,False,False
1,14.0,1,38.0,46,1060.451515,0.004444444,0.01558385,0.0,0.0,May,2,2,1,2,Returning_Visitor,True,False
7,145.98,0,0.0,36,646.1533333,0.0,0.017719298,22.08032319,0.0,Aug,2,2,2,2,Returning_Visitor,False,False
2,67.5,0,0.0,7,393.5,0.0,0.025,0.0,0.0,Dec,2,2,1,2,New_Visitor,False,False
9,72.94444444,2,125.0952381,17,318.0730159,0.008695652,0.035397453,0.0,0.0,Mar,3,2,8,2,Returning_Visitor,False,False
1,16.0,3,585.625,40,765.0416667,0.010731707,0.023436807,0.0,0.0,Dec,3,2,4,2,Returning_Visitor,False,False
0,0.0,0,0.0,7,38.0,0.142857143,0.171428571,0.0,0.0,May,2,2,2,13,Returning_Visitor,False,False
0,0.0,0,0.0,4,26.0,0.0,0.05,0.0,0.0,Nov,2,5,6,11,Returning_Visitor,True,False
5,526.85,4,143.25,266,9770.812093,0.007348856,0.024720163,0.245152903,0.0,Nov,2,4,4,2,Returning_Visitor,True,False
4,248.6666667,3,382.3333333,30,1039.477564,0.004285714,0.007428571,9.511714286,0.0,May,3,2,2,11,Returning_Visitor,False,True
0,0.0,0,0.0,9,231.5,0.022222222,0.044444444,0.0,0.0,May,2,2,8,3,Returning_Visitor,False,False
0,0.0,0,0.0,20,469.9761905,0.02,0.064,0.0,0.0,Nov,2,2,1,2,Returning_Visitor,False,False
0,0.0,0,0.0,3,170.6666667,0.033333333,0.026666667,0.0,0.0,Dec,3,3,1,11,New_Visitor,False,False
6,666.8333333,0,0.0,22,1674.583333,0.0,0.014666667,0.0,0.0,Mar,2,2,3,2,Returning_Visitor,False,False
0,0.0,0,0.0,6,163.25,0.033333333,0.033333333,0.0,0.6,Feb,1,1,6,2,Returning_Visitor,False,False
1,22.0,0,0.0,52,1551.666667,0.001818182,0.019393939,7.882377258,0.0,Mar,1,1,3,2,Returning_Visitor,False,False
0,0.0,0,0.0,12,548.1666667,0.016666667,0.071666667,0.0,0.0,Nov,2,2,2,3,Returning_Visitor,False,False
0,0.0,2,20.2,11,473.8333333,0.0,0.025,0.0,0.0,June,3,2,8,3,Returning_Visitor,False,False
1,37.5,0,0.0,5,65.5,0.033333333,0.066666667,0.0,0.0,Nov,1,1,3,3,New_Visitor,False,False
0,0.0,0,0.0,5,54.33333333,0.0,0.02,0.0,0.0,Dec,1,2,1,3,Returning_Visitor,False,False
0,0.0,0,0.0,1,1195.8,0.0,0.0,0.0,0.0,Aug,2,2,7,13,Returning_Visitor,False,False
2,32.7,0,0.0,6,812.35,0.018181818,0.036709957,24.16451021,0.0,Aug,3,2,1,2,Returning_Visitor,False,False
5,176.68,3,249.8,23,700.58,0.014285714,0.019047619,9.352780048,0.0,Oct,1,1,4,3,Returning_Visitor,False,True
3,180.0,0,0.0,12,1436.5,0.0,0.013333333,27.75904925,0.0,Mar,2,2,2,2,Returning_Visitor,True,True
0,0.0,0,0.0,93,2243.666667,0.010989011,0.031501832,0.0,0.0,Mar,2,4,8,1,Returning_Visitor,False,False
4,149.95,0,0.0,1,57.4,0.0,0.04,0.0,0.0,Jul,1,8,1,5,Returning_Visitor,False,False
1,5.0,0,0.0,41,764.1333333,0.0,0.014444444,0.0,0.0,June,2,2,1,4,Returning_Visitor,False,False
0,0.0,1,0.0,45,1165.84,0.0,0.034042553,7.198820003,0.0,Oct,2,2,5,1,Returning_Visitor,False,True
0,0.0,0,0.0,15,269.4,0.053333333,0.064444444,0.0,0.0,Aug,2,2,3,1,Returning_Visitor,False,False
0,0.0,0,0.0,6,139.0,0.0,0.01,0.0,0.0,Mar,1,2,1,8,New_Visitor,False,False
0,0.0,0,0.0,28,1283.75,0.014285714,0.023809524,0.0,0.0,Dec,2,2,1,2,Returning_Visitor,True,False
1,78.0,0,0.0,21,555.8944444,0.0,0.002380952,24.75047619,0.0,Mar,1,1,1,2,New_Visitor,False,True
0,0.0,0,0.0,48,3177.366667,0.008510638,0.044680851,0.0,0.0,Jul,2,2,5,1,Returning_Visitor,False,False
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.2,Feb,3,2,3,3,Returning_Visitor,False,False
0,0.0,0,0.0,4,184.3333333,0.1,0.0875,0.0,0.0,Dec,3,2,3,2,Returning_Visitor,False,False
4,72.5,0,0.0,95,2354.979058,0.00137457,0.005695387,5.214690992,0.0,Dec,3,2,1,2,Returning_Visitor,True,False
0,0.0,0,0.0,4,21.0,0.1,0.15,0.0,0.6,May,2,2,1,3,Returning_Visitor,False,False
0,0.0,0,0.0,15,477.0,0.0,0.02,0.0,0.0,Mar,2,2,2,1,Returning_Visitor,False,False
3,90.0,0,0.0,25,397.8846154,0.005333333,0.033504762,0.0,0.0,Mar,2,2,1,1,Returning_Visitor,True,False
0,0.0,0,0.0,10,172.5,0.01,0.043333333,0.0,0.0,Mar,2,2,3,6,Returning_Visitor,False,False
0,0.0,0,0.0,21,1483.0,0.007894737,0.021754386,0.0,1.0,May,1,1,3,7,Returning_Visitor,True,False
10,323.55,0,0.0,46,1044.8,0.017021277,0.019756839,0.0,0.0,May,3,2,7,4,Returning_Visitor,False,False
3,171.0,0,0.0,31,441.1369048,0.0,0.008823529,0.0,0.0,Dec,2,2,1,20,Returning_Visitor,False,False
9,255.8666667,0,0.0,19,716.95,0.00952381,0.017346939,0.0,0.0,May,1,2,3,2,Returning_Visitor,False,False
7,60.29166667,0,0.0,8,108.5,0.013333333,0.048666667,0.0,0.0,Dec,2,2,2,6,Returning_Visitor,False,False
9,299.6333333,4,56.0,35,1386.633333,0.01025641,0.014871795,0.0,0.0,May,1,1,4,3,Returning_Visitor,False,False
7,106.8285714,0,0.0,181,6842.002513,0.0,0.007218823,11.29607044,0.0,May,4,1,3,4,Returning_Visitor,True,False
4,454.0,3,584.0,25,1161.767949,0.018070818,0.043950617,3.919126984,0.0,May,1,1,7,2,Returning_Visitor,True,False
10,614.1666667,0,0.0,47,3608.9,0.0,0.019871795,7.256219133,0.0,Mar,2,2,3,1,Returning_Visitor,False,False
4,183.25,1,21.0,20,651.4,0.0,0.004166667,0.0,0.0,Mar,1,1,1,2,Returning_Visitor,False,False
0,0.0,0,0.0,2,0.0,0.2,0.2,0.0,0.6,May,3,2,6,13,Returning_Visitor,False,False
3,251.0,2,104.0,15,675.8333333,0.0,0.004166667,0.0,0.0,May,2,10,6,1,Returning_Visitor,False,False
6,161.8333333,5,858.5708333,84,2701.337954,0.010771277,0.016381748,7.477388113,0.0,Nov,1,2,1,1,Returning_Visitor,False,True
3,99.0,0,0.0,37,2419.133333,0.007894737,0.023245614,0.0,0.0,Mar,2,2,3,1,Returning_Visitor,False,False
0,0.0,0,0.0,26,587.9,0.023076923,0.037179487,0.0,0.0,June,3,2,5,13,Returning_Visitor,False,False
0,0.0,0,0.0,3,136.5,0.0,0.066666667,0.0,0.0,Dec,1,1,4,3,Other,False,False
8,274.5,0,0.0,24,515.5757576,0.0,0.003703704,0.0,0.0,Mar,3,2,2,2,Returning_Visitor,True,False
0,0.0,0,0.0,34,1401.458333,0.0,0.023529412,0.0,0.0,Nov,2,2,9,11,New_Visitor,False,True
7,119.5666667,0,0.0,25,499.6083333,0.004166667,0.033333333,0.0,0.0,Nov,1,1,1,8,Returning_Visitor,False,False
0,0.0,0,0.0,11,559.25,0.036363636,0.042424242,0.0,0.0,Dec,2,2,1,10,Returning_Visitor,False,False
0,0.0,0,0.0,9,166.1666667,0.0,0.025,17.541,1.0,May,2,2,2,4,Returning_Visitor,True,True
7,250.3333333,0,0.0,7,180.3333333,0.0,0.02,0.0,0.0,Mar,2,2,1,2,New_Visitor,True,False
2,48.66666667,0,0.0,48,3726.333333,0.0,0.004166667,0.0,0.0,Mar,3,2,1,9,Returning_Visitor,True,False
0,0.0,1,16.0,25,902.0833333,0.0,0.007692308,0.0,0.0,Dec,3,3,3,2,New_Visitor,False,True
0,0.0,0,0.0,0,0.0,0.2,0.2,0.0,0.0,May,3,2,3,18,Returning_Visitor,True,False
2,22.0,3,41.5,67,3397.957955,0.0,0.015504136,0.0,0.0,Dec,2,2,2,2,Returning_Visitor,True,False
9,866.4280303,1,691.0,36,1617.612554,0.010869565,0.025668172,0.0,0.0,Nov,1,1,1,2,Returning_Visitor,True,False
0,0.0,0,0.0,3,96.0,0.0,0.066666667,0.0,0.0,May,1,8,6,11,Returning_Visitor,True,False
2,21.25,0,0.0,15,305.2083333,0.0,0.010784314,0.0,0.0,Nov,2,4,7,2,Returning_Visitor,False,False
1,8.5,0,0.0,14,543.8333333,0.0,0.007692308,0.0,0.0,May,2,2,3,5,New_Visitor,True,False
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,May,3,3,1,3,Returning_Visitor,False,False
0,0.0,0,0.0,4,44.0,0.0,0.05,0.0,0.0,May,2,2,2,1,Returning_Visitor,False,False
4,68.10769231,6,1022.25,104,8130.964914,0.003787879,0.01763475,5.907475939,0.0,Nov,1,1,4,2,Returning_Visitor,False,True
2,55.4,0,0.0,20,654.2,0.0,0.00952381,0.0,0.0,Sep,4,1,1,2,New_Visitor,True,False
7,159.3333333,0,0.0,24,520.6666667,0.0,0.006666667,0.0,0.0,Mar,2,10,4,3,New_Visitor,True,False
2,95.0,3,48.0,9,259.5,0.0,0.015384615,0.0,0.0,May,1,1,1,2,Returning_Visitor,False,False
3,90.5,2,16.0,47,2986.916667,0.022278912,0.044557823,0.0,0.0,Dec,2,2,8,1,Returning_Visitor,False,False
1,94.0,0,0.0,10,332.75,0.0,0.02,0.0,0.0,May,2,2,3,6,Returning_Visitor,False,False
5,45.0,0,0.0,59,1100.475,0.0,0.008391881,24.7526533,0.0,Nov,2,5,4,2,Returning_Visitor,True,True
17,754.1095238,2,77.0,31,1021.619336,0.004545455,0.026479076,2.08053355,0.0,Mar,1,1,3,2,Returning_Visitor,False,True
0,0.0,0,0.0,40,2046.832418,0.004166667,0.033880952,0.0,0.0,Nov,1,8,1,11,Returning_Visitor,False,True
4,32.2,2,28.2,23,934.3166667,0.0,0.01862069,11.28379079,0.0,Aug,2,2,5,4,Returning_Visitor,False,False
0,0.0,0,0.0,22,348.4333333,0.028571429,0.041269841,0.0,0.0,Nov,1,8,6,11,Returning_Visitor,False,True
18,505.4,1,10.0,105,4434.281746,0.005042017,0.029692564,4.528329755,0.0,Dec,2,2,1,1,Returning_Visitor,False,False
0,0.0,1,104.0,9,244.6666667,0.05,0.096,0.0,1.0,May,3,2,3,4,Returning_Visitor,True,False
0,0.0,0,0.0,9,193.6666667,0.007407407,0.047619048,0.0,1.0,May,1,8,7,4,Returning_Visitor,True,False
0,0.0,0,0.0,3,50.0,0.0,0.033333333,0.0,0.0,Mar,2,2,1,2,Returning_Visitor,False,False
7,154.9333333,0,0.0,31,910.04,0.018181818,0.052020202,5.316109207,0.0,Jul,1,1,3,1,Returning_Visitor,False,False
6,453.6,2,12.0,73,1889.833333,0.01025641,0.018883894,0.0,0.0,Dec,3,2,4,13,Returning_Visitor,False,False
2,172.4,3,134.0,15,569.4933333,0.0,0.025,0.0,0.0,Sep,2,2,1,2,Returning_Visitor,True,False
4,140.5833333,2,385.0,53,1609.990079,0.003571429,0.028928571,7.209305119,0.0,Dec,2,2,5,2,Returning_Visitor,True,False
7,285.7,0,0.0,28,587.9228571,0.0,0.00962963,10.57326688,0.0,Nov,1,1,6,3,Returning_Visitor,False,True
1,67.4,0,0.0,14,590.5533333,0.0,0.007142857,38.06520001,0.0,Aug,2,2,1,5,New_Visitor,False,True
0,0.0,2,12.0,0,0.0,0.0,0.1,0.0,0.0,Dec,2,2,1,2,Returning_Visitor,False,False
3,139.0,0,0.0,10,277.1428571,0.0,0.007692308,0.0,0.0,Mar,3,2,1,2,Returning_Visitor,True,False
0,0.0,0,0.0,6,269.25,0.0,0.008333333,0.0,0.0,Nov,3,2,1,11,New_Visitor,False,False
1,9.0,0,0.0,95,4334.815476,0.005531915,0.03962766,0.0,0.0,Dec,2,2,1,1,Returning_Visitor,False,False
3,54.5,0,0.0,67,2891.744571,0.013235294,0.023901833,0.0,0.0,Nov,3,2,1,13,Returning_Visitor,True,False
1,310.0,3,407.0,176,7767.32556,0.006045198,0.019212627,8.845689534,0.0,Nov,2,2,2,1,Returning_Visitor,True,False
1,88.0,0,0.0,11,522.6666667,0.0,0.022222222,0.0,0.0,May,3,3,1,4,Returning_Visitor,False,False
0,0.0,0,0.0,8,149.0,0.133333333,0.155555556,0.0,0.8,May,2,2,7,3,Returning_Visitor,False,False
4,86.0,0,0.0,46,2450.688095,0.027083333,0.047905093,0.0,0.0,Mar,1,1,3,3,Returning_Visitor,False,False
0,0.0,0,0.0,9,71.75,0.0,0.055555556,0.0,1.0,May,2,4,2,3,Returning_Visitor,True,False
0,0.0,0,0.0,159,4668.052051,0.005696203,0.016284567,0.0,0.4,May,2,2,2,2,Returning_Visitor,False,False
5,49.8,0,0.0,32,955.3333333,0.01875,0.0390625,0.0,0.0,Aug,2,2,1,13,Returning_Visitor,False,False
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,May,1,1,9,4,Returning_Visitor,True,False
0,0.0,0,0.0,14,116.8333333,0.064285714,0.085714286,0.0,0.6,May,2,2,2,3,Returning_Visitor,False,False
0,0.0,0,0.0,3,19.0,0.0,0.066666667,0.0,0.0,Mar,2,4,1,1,Returning_Visitor,True,False
0,0.0,0,0.0,16,588.3333333,0.028571429,0.067857143,0.0,0.8,May,2,6,1,2,Returning_Visitor,False,False
0,0.0,0,0.0,9,1040.0,0.077777778,0.116666667,0.0,0.0,Mar,2,4,3,1,Returning_Visitor,False,False
0,0.0,0,0.0,14,183.6666667,0.0,0.004761905,0.0,0.0,Mar,3,2,3,3,Returning_Visitor,False,False
7,36.05,0,0.0,27,344.45,0.0,0.035714286,0.0,0.0,Jul,2,2,7,4,Returning_Visitor,False,False
8,656.0,1,9.0,39,1390.866667,0.0,0.009302326,63.39474419,0.0,May,2,5,3,2,New_Visitor,False,True
1,17.1,1,31.2,45,812.2873894,0.0,0.022732152,4.395471544,0.0,Aug,2,4,3,2,Returning_Visitor,False,True
0,0.0,0,0.0,2,0.0,0.2,0.2,0.0,0.0,Mar,1,1,1,10,Returning_Visitor,False,False
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,Jul,2,2,4,13,Returning_Visitor,False,False
0,0.0,0,0.0,2,32.0,0.0,0.1,0.0,0.2,May,1,1,1,3,Returning_Visitor,False,False
9,1294.9,1,32.66666667,37,1012.233333,0.0,0.006910299,33.31220592,0.0,Nov,2,2,1,2,Returning_Visitor,False,False
1,17.0,0,0.0,15,247.0,0.0,0.014285714,0.0,0.0,Nov,4,1,1,3,New_Visitor,False,False
0,0.0,0,0.0,4,0.0,0.2,0.2,0.0,0.0,Aug,2,2,2,4,Returning_Visitor,False,False
0,0.0,0,0.0,3,63.0,0.0,0.033333333,0.0,0.0,Nov,5,11,8,11,Returning_Visitor,False,False
0,0.0,0,0.0,36,759.0833333,0.008333333,0.025925926,0.0,0.0,Nov,2,2,5,2,Returning_Visitor,True,False
3,67.75,0,0.0,2,19.25,0.04,0.053333333,0.0,0.0,Dec,1,1,3,20,New_Visitor,False,True
0,0.0,0,0.0,6,60.0,0.15,0.138888889,0.0,0.0,Nov,3,2,5,1,Returning_Visitor,False,False
4,103.0,1,41.0,16,515.0,0.0,0.010526316,0.0,0.0,Mar,3,2,3,6,Returning_Visitor,True,False
0,0.0,0,0.0,4,163.5,0.0,0.025,0.0,0.0,Nov,3,6,2,2,Returning_Visitor,False,False
